Title_(RT),RT_critic,RT_critic_votes,RT_audience,RT_audience_votes
Battal Gazi'nin Oglu (no page found),N/A,N/A,N/A,N/A
Mr. Majestyk,77%,13,67%,"3,583"
Sweet Movie,48%,21,63%,"2,572"
The Nine Lives of Fritz the Cat (no page found),N/A,N/A,N/A,N/A
Devil Times Five (Peopletoys),N/A,N/A,31%,426
Céline et Julie Vont en Bateau (Celine and Julie Go Boating),96%,26,89%,"2,214"
Benji,86%,7,55%,"33,834"
Nie ma mocnych (no page found),N/A,N/A,N/A,N/A
Lancelot of the Lake (Lancelot du Lac),95%,19,72%,"1,303"
Thunderbolt and Lightfoot,90%,29,73%,"8,772"
Daisy Miller,75%,12,29%,166
Arabian Nights,N/A,N/A,N/A,N/A
Dirty Mary Crazy Larry,47%,17,68%,"5,847"
The Black Windmill,N/A,N/A,37%,193
Stavisky...,91%,11,58%,324
Symptoms (The Blood Virgin),N/A,N/A,57%,50
Salak Milyoner (no page found),N/A,N/A,N/A,N/A
Frankenstein and the Monster from Hell,50%,6,48%,"2,175"
Dark Star,80%,25,65%,"11,311"
Otpisani (no page found),N/A,N/A,N/A,N/A
Satsujin ken 2 (no page found),N/A,N/A,N/A,N/A
It's Alive,N/A,N/A,11%,37
Un homme qui dort (no page found),N/A,N/A,N/A,N/A
Kozure ÃÂÃÂkami: Jigoku e ikuzo! DaigorÃÂÃÂ´ (no page found),N/A,N/A,N/A,N/A
The Beast Must Die,N/A,N/A,38%,829
Truck Turner,N/A,N/A,73%,"1,435"
The Groove Tube (no page found),N/A,N/A,N/A,N/A
Caged Heat (Caged Females) (Renegade Girls),73%,15,40%,"3,069"
The Spikes Gang,N/A,N/A,43%,346
The Apprenticeship of Duddy Kravitz (no page found),N/A,N/A,N/A,N/A
The Conversation,96%,55,90%,"35,141"
Captain Kronos - Vampire Hunter,N/A,N/A,61%,"3,279"
Foxy Brown,60%,20,66%,"7,762"
Mahler,83%,6,78%,683
Il Profumo della Signora in Nero,N/A,N/A,N/A,N/A
Il portiere di notte (The Night Porter),64%,25,69%,"5,369"
Claudine,N/A,N/A,91%,"2,837"
The Sugarland Express,85%,39,66%,"7,167"
"Watch Out, We're Mad",N/A,N/A,77%,166
Madhouse,N/A,N/A,24%,171
House of Whipcord (Photographer's Models),N/A,N/A,43%,395
The Lords of Flatbush,69%,13,42%,"3,287"
The Great Gatsby,44%,9,N/A,N/A
Conrack,67%,12,79%,293
Kalina krasnaya (no page found),N/A,N/A,N/A,N/A
Godzilla Vs Mechagodzilla,71%,7,62%,"8,089"
Going Places (Les valseuses),73%,11,86%,"3,637"
Le mouton enragÃÂÃÂ© (no page found),N/A,N/A,N/A,N/A
Mame,33%,9,48%,461
Billy Two Hats (The Lady and the Outlaw),N/A,N/A,50%,94
Angst Essen Seele auf (Ali: Fear Eats the Soul),100%,36,91%,"6,443"
Alice in den Städten (Alice in the Cities),100%,17,91%,"1,832"
Blood for Dracula,69%,16,62%,"5,065"
The House of Seven Corpses (no page found),N/A,N/A,N/A,N/A
Deranged: Confessions of a Necrophile (no page found),N/A,N/A,N/A,N/A
Busting,N/A,N/A,56%,163
From Beyond the Grave,40%,5,63%,919
Seiju Gakuen,N/A,N/A,73%,791
Spasmo (The Death Dealer),N/A,N/A,44%,194
Herbie Rides Again,80%,5,53%,"25,761"
Thieves Like Us,82%,22,72%,960
Blazing Saddles,88%,58,91%,"218,366"
Sugar Hill (no page found),N/A,N/A,N/A,N/A
Zardoz,47%,32,54%,"8,988"
The Street Fighter (no page found),N/A,N/A,N/A,N/A
Neveroyatnye priklyucheniya italyantsev v Rossii (no page found),N/A,N/A,N/A,N/A
The Arena (no page found),N/A,N/A,N/A,N/A
Lacombe Lucien,100%,9,85%,"1,863"
The Bat People,N/A,N/A,7%,473
Black Belt Jones,N/A,N/A,70%,"2,043"
Pane e Cioccolata (Bread and Chocolate),100%,5,84%,"1,157"
The Clockmaker of St. Paul (L'horloger de Saint-Paul),100%,7,79%,470
McQ,44%,9,56%,"4,416"
Yalanci Yarim (no page found),N/A,N/A,N/A,N/A
Oh Olsun (no page found),N/A,N/A,N/A,N/A
Turist ÃÂÃÂmer Uzay Yolu'nda (no page found),N/A,N/A,N/A,N/A
DvÃÂÃÂ¦rgen (no page found),N/A,N/A,N/A,N/A
Lisa And The Devil (Lisa e il diavolo) (The Devil in the House of Exorcism),62%,13,50%,"1,636"
Snake Fist Fighter,N/A,N/A,N/A,N/A
Female Prisoner Scorpion: #701's Grudge Song (no page found),N/A,N/A,N/A,N/A
Holiday on the Buses,N/A,N/A,73%,641
The Exorcist,82%,79,87%,"420,202"
The Sting (no page found),N/A,N/A,N/A,N/A
Anita: Swedish Nymphet (no page found),N/A,N/A,N/A,N/A
Hell Up in Harlem,22%,9,50%,"1,645"
The Golden Voyage of Sinbad (no page found),N/A,N/A,N/A,N/A
The Laughing Policeman (no page found),N/A,N/A,N/A,N/A
The Day of the Dolphin (no page found),N/A,N/A,N/A,N/A
Amarcord,87%,46,90%,"18,185"
Cinderella Liberty,63%,8,62%,"1,136"
Sleeper,100%,35,81%,"30,596"
Papillon,79%,28,90%,"48,709"
The Seven-Ups,75%,8,69%,"1,507"
Mais oÃÂÃÂ¹ est donc passÃÂÃÂ©e la 7ÃÂÃÂ¨me compagnie (no page found),N/A,N/A,N/A,N/A
Magnum Force,75%,24,77%,"28,963"
My Name Is Nobody (Il mio nome è Nessuno),100%,5,84%,"9,074"
The Last Detail (no page found),N/A,N/A,N/A,N/A
The Three Musketeers,N/A,N/A,N/A,N/A
The Wicker Man,15%,107,17%,"88,576"
Serpico,90%,41,88%,"53,725"
Lady Snowblood (Shurayukihime),100%,7,85%,"12,412"
Savulun Battal Gazi geliyor (no page found),N/A,N/A,N/A,N/A
Andy Warhol's Frankenstein,86%,14,56%,"4,002"
Immoral Tales,50%,8,40%,756
Traitor,65%,169,64%,"64,206"
The Man from Acapulco (no page found),N/A,N/A,N/A,N/A
Breezy,N/A,N/A,66%,"1,377"
La nuit des ÃÂÃÂ©toiles filantes (no page found),N/A,N/A,N/A,N/A
The Don Is Dead (no page found),N/A,N/A,N/A,N/A
Carry On Girls,N/A,N/A,54%,612
Robin Hood,N/A,N/A,N/A,N/A
Executive Action,67%,9,61%,370
The Satanic Rites of Dracula,20%,5,30%,"3,820"
Yaadon Ki Baaraat,N/A,N/A,85%,628
Three Wishes for Cinderella,N/A,N/A,91%,"1,193"
Tarkan: GÃÂÃÂ¼ÃÂÃÂ§lÃÂÃÂ¼ Kahraman (no page found),N/A,N/A,N/A,N/A
Le Train,N/A,N/A,71%,303
Tales That Witness Madness,N/A,N/A,30%,107
The Iceman Cometh (no page found),N/A,N/A,N/A,N/A
Piedone lo sbirro,N/A,N/A,N/A,N/A
Deux Hommes dans la Ville (Two Against the Law) (Two Men in Town),N/A,N/A,76%,561
Jonathan Livingston Seagull,8%,13,61%,472
The Outfit,N/A,N/A,72%,373
Lucky Luciano,N/A,N/A,52%,"1,306"
Les aventures de Rabbi Jacob (no page found),N/A,N/A,N/A,N/A
The Way We Were,63%,27,81%,"21,462"
The Paper Chase (no page found),N/A,N/A,N/A,N/A
Badlands,98%,58,90%,"26,344"
Don't Look Now,94%,71,76%,"18,777"
Emil Och Griseknoen,N/A,N/A,N/A,N/A
Olsen-banden gÃÂÃÂ¥r amok (no page found),N/A,N/A,N/A,N/A
Massacre in Rome,N/A,N/A,36%,91
Mean Streets,95%,62,84%,"54,784"
Iluminacja (no page found),N/A,N/A,N/A,N/A
Bobby (no page found),N/A,N/A,N/A,N/A
Revolver,N/A,N/A,N/A,N/A
Proxy War (no page found),N/A,N/A,N/A,N/A
Harry in Your Pocket,N/A,N/A,45%,89
The Spook Who Sat by the Door,63%,8,84%,"1,100"
A Pain in the Ass (L'emmerdeur),63%,8,49%,113
Baba Yaga (Kiss Me Kill Me) (The Devil Witch),N/A,N/A,44%,"2,180"
The Spirit of the Beehive (no page found),N/A,N/A,N/A,N/A
La Campana del infierno (A Bell from Hell),N/A,N/A,31%,274
Charley Varrick,83%,12,82%,"3,143"
Chino,N/A,N/A,44%,36
Return of the Evil Dead (no page found),N/A,N/A,N/A,N/A
Bang the Drum Slowly (no page found),N/A,N/A,N/A,N/A
No Way Out,N/A,N/A,N/A,N/A
Westworld,87%,38,70%,"16,133"
Hanzo the Razor: The Snare (Goyôkiba: Kamisori Hanzô jigoku zeme),N/A,N/A,N/A,N/A
Lone Wolf and Cub - Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô) (Shogun Assassin 4: Five Fistfuls of Gold),N/A,N/A,88%,"3,357"
Night Watch,38%,8,60%,65
White Lightning,86%,7,61%,"1,645"
The Stone Killer (no page found),N/A,N/A,N/A,N/A
Heavy Traffic,89%,18,75%,"2,003"
Jesus Christ Superstar: Live Arena Tour,N/A,N/A,N/A,N/A
American Graffiti,96%,50,84%,"64,600"
The Adventures of Mowgli,N/A,N/A,N/A,N/A
Sssssss,30%,10,25%,"1,396"
Female Prisoner Scorpion: Beast Stable (no page found),N/A,N/A,N/A,N/A
The Last American Hero,80%,5,49%,243
Pride,46%,109,72%,"104,136"
Enter the Dragon,94%,50,92%,"105,301"
The MacKintosh Man,58%,12,44%,955
Cleopatra Jones,79%,14,44%,"2,673"
Cahill U.S. Marshal,N/A,N/A,64%,"6,332"
La morte ha sorriso all'assassino (Death Smiles on a Murderer),N/A,N/A,68%,87
Steptoe and Son,N/A,N/A,61%,206
Sutjeska (The Fifth Offensive),N/A,N/A,N/A,N/A
Oklahoma Crude,N/A,N/A,33%,53
Distant Thunder (no page found),N/A,N/A,N/A,N/A
Hammam al-Malatily (no page found),N/A,N/A,N/A,N/A
Ivan Vasilievich: Back to the Future (Ivan Vasilevich Menyaet Professiyu),N/A,N/A,88%,"1,304"
The Candy Snatchers,83%,6,61%,"1,497"
Die Zärtlichkeit der Wölfe (The Tenderness of Wolves),50%,6,N/A,N/A
The Man Who Loved Cat Dancing,N/A,N/A,47%,145
Belladonna of Sadness (Kanashimi no Beradona),90%,40,76%,582
"Scream, Blacula, Scream",29%,7,37%,"2,144"
Live and Let Die,67%,48,64%,"64,768"
The Friends of Eddie Coyle (no page found),N/A,N/A,N/A,N/A
Invasion of the Bee Girls,43%,7,34%,"1,566"
Dillinger,N/A,N/A,45%,"1,787"
The Legend of Hell House (no page found),N/A,N/A,N/A,N/A
Battle For The Planet Of The Apes,36%,28,30%,"22,043"
Shaft in Africa,60%,10,52%,"3,222"
The Last of Sheila,86%,14,86%,"1,453"
Kara Murat: Fatih'in Fermani (no page found),N/A,N/A,N/A,N/A
Thriller - A Cruel Picture (Thriller - en grym film) (Hooker's Revenge) (They Call Her One Eye),50%,6,64%,"4,879"
The Holy Mountain (no page found),N/A,N/A,N/A,N/A
Journey of the Hyena (no page found),N/A,N/A,N/A,N/A
Horror Hospital,N/A,N/A,42%,405
Coffy,79%,24,76%,"8,768"
A Touch of Class (no page found),N/A,N/A,N/A,N/A
Sanatorium pod klepsydra (no page found),N/A,N/A,N/A,N/A
Emperor of the North (no page found),N/A,N/A,N/A,N/A
Pigs,N/A,N/A,30%,106
Pat Garrett & Billy the Kid,86%,21,83%,"7,659"
La Grande Bouffe (no page found),N/A,N/A,N/A,N/A
Ana y los lobos (no page found),N/A,N/A,N/A,N/A
The Mother and the Whore (La Maman et la putain),96%,24,92%,"3,151"
The Forgotten (no page found),N/A,N/A,N/A,N/A
The Day of the Jackal,89%,27,88%,"8,944"
Day for Night,100%,37,91%,"9,228"
Electra Glide in Blue,60%,10,75%,"2,365"
Zanjeer,N/A,N/A,72%,622
Fantastic Planet,91%,32,87%,"9,173"
The Castle of Purity (no page found),N/A,N/A,N/A,N/A
O Lucky Man! (no page found),N/A,N/A,N/A,N/A
Messiah of Evil,N/A,N/A,56%,945
The Last House on Dead End Street (no page found),N/A,N/A,N/A,N/A
Lemora - A Child's Tale of the Supernatural,86%,7,59%,"2,167"
The Bride (no page found),N/A,N/A,N/A,N/A
Hiroshima Death Match (no page found),N/A,N/A,N/A,N/A
Horror from the Tomb (no page found),N/A,N/A,N/A,N/A
And Now the Screaming Starts! (no page found),N/A,N/A,N/A,N/A
Rumble in Hong Kong (Nu jing cha) (The Heroine),N/A,N/A,N/A,N/A
"Poszukiwany, poszukiwana (no page found)",N/A,N/A,N/A,N/A
Hitler: The Last Ten Days,33%,6,50%,154
Ganja & Hess,86%,7,51%,584
Soylent Green,71%,38,70%,"23,748"
Happy New Year,N/A,N/A,N/A,N/A
La rose de fer (no page found),N/A,N/A,N/A,N/A
That'll Be the Day,N/A,N/A,55%,"1,350"
Les Noces Rouges,100%,6,66%,310
La morte negli occhi del gatto (Seven Deaths in the Cat's Eye),N/A,N/A,31%,"1,266"
The Scorpio File,67%,9,40%,489
Scarecrow (no page found),N/A,N/A,N/A,N/A
Schlock,71%,7,42%,621
A Doll's House,N/A,N/A,43%,"1,737"
Female Vampire,N/A,N/A,34%,481
Paper Moon,92%,39,94%,"11,397"
High Plains Drifter,96%,26,86%,"35,918"
The Mack,60%,5,85%,"5,307"
Canim Kardesim (no page found),N/A,N/A,N/A,N/A
The Baby (no page found),N/A,N/A,N/A,N/A
The Cheerleaders,N/A,N/A,54%,616
Malicious,N/A,N/A,18%,22
Even Angels Eat Beans (Anche gli angeli mangiano fagioli),N/A,N/A,35%,44
Godspell,64%,14,71%,"6,552"
Godzilla vs. Megalon,38%,8,34%,"6,635"
"The Vault of Horror (Tales from the Crypt, Part II)",N/A,N/A,50%,"2,083"
Theater of Blood (no page found),N/A,N/A,N/A,N/A
The Crazies (no page found),N/A,N/A,N/A,N/A
Tom Sawyer,N/A,N/A,N/A,N/A
Lost Horizon,93%,14,83%,"5,546"
The Long Goodbye (no page found),N/A,N/A,N/A,N/A
Slither,86%,140,63%,"102,878"
Themroc,N/A,N/A,78%,456
Walking Tall,26%,136,60%,"229,847"
Turks Fruit (Turkish Delight) (The Sensualist) (Wild Intent),83%,6,80%,"2,291"
"Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...' (no page found)",N/A,N/A,N/A,N/A
Charlotte's Web,78%,147,62%,"379,982"
Sex & Fury,N/A,N/A,73%,"4,060"
Save the Tiger,85%,13,74%,"2,304"
The Creeping Flesh (no page found),N/A,N/A,N/A,N/A
The Train Robbers,33%,6,58%,"3,755"
Black Caesar,58%,12,64%,"3,047"
The World's Greatest Athlete (no page found),N/A,N/A,N/A,N/A
The Boss (no page found),N/A,N/A,N/A,N/A
Tarkan: Altin Madalyon (no page found),N/A,N/A,N/A,N/A
Shamus,33%,9,41%,"1,169"
Nothing But the Night (no page found),N/A,N/A,N/A,N/A
"Black Mama, White Mama",N/A,N/A,38%,"3,461"
Shock Treatment,57%,7,62%,"8,084"
Ludwig,36%,11,88%,"1,215"
Battles Without Honor and Humanity (no page found),N/A,N/A,N/A,N/A
The Offence (no page found),N/A,N/A,N/A,N/A
Wesele (no page found),N/A,N/A,N/A,N/A
The Death Wheelers (no page found),N/A,N/A,N/A,N/A
Torso (no page found),N/A,N/A,N/A,N/A
Battal Gazi'nin Intikami (no page found),N/A,N/A,N/A,N/A
Sev kardesim,N/A,N/A,N/A,N/A
Keloglan ile Cankiz (no page found),N/A,N/A,N/A,N/A
DÃÂÃÂ¶nÃÂÃÂ¼s (no page found),N/A,N/A,N/A,N/A
Tatli Dillim (no page found),N/A,N/A,N/A,N/A
Blood Freak,N/A,N/A,48%,937
The Devil (no page found),N/A,N/A,N/A,N/A
Hanzo the Razor: Sword of Justice (no page found),N/A,N/A,N/A,N/A
Female Prisoner Scorpion: Jailhouse 41 (no page found),N/A,N/A,N/A,N/A
Lone Wolf and Cub - Baby Cart in Peril,N/A,N/A,88%,"3,079"
State of Siege (no page found),N/A,N/A,N/A,N/A
The Grand Duel (Il Grande duello),N/A,N/A,47%,484
"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)",96%,48,91%,"24,321"
"A Reason to Live, a Reason to Die (no page found)",N/A,N/A,N/A,N/A
Fear Is the Key,N/A,N/A,65%,115
Snowball Express,N/A,N/A,61%,"1,206"
"Più forte, ragazzi! (All The Way Boys) (Plane Crazy)",N/A,N/A,59%,539
Cries and Whispers,90%,29,91%,"9,243"
Up the Sandbox,60%,5,47%,"1,301"
The Effect of Gamma Rays on Man-in-the-Moon Marigolds (no page found),N/A,N/A,N/A,N/A
Across 110th Street,81%,16,79%,"3,355"
Travels With My Aunt,57%,7,49%,547
The Heartbreak Kid,29%,157,37%,"315,356"
Avanti! (no page found),N/A,N/A,N/A,N/A
Mannen som slutade rÃÂÃÂ¶ka (no page found),N/A,N/A,N/A,N/A
The Getaway,N/A,N/A,N/A,N/A
Carry on Abroad (no page found),N/A,N/A,N/A,N/A
Tintin et le lac aux requins (no page found),N/A,N/A,N/A,N/A
The Poseidon Adventure (no page found),N/A,N/A,N/A,N/A
Man of La Mancha,50%,14,72%,"5,592"
Sleuth,36%,122,51%,"20,944"
Che? (no page found),N/A,N/A,N/A,N/A
The Tall Blond Man with One Black Shoe (no page found),N/A,N/A,N/A,N/A
The Asphyx (no page found),N/A,N/A,N/A,N/A
The Life and Times of Judge Roy Bean (no page found),N/A,N/A,N/A,N/A
The Call of the Wild (no page found),N/A,N/A,N/A,N/A
The Amazing Mr. Blunden (no page found),N/A,N/A,N/A,N/A
Koshish,N/A,N/A,88%,81
Alice's Adventures in Wonderland (no page found),N/A,N/A,N/A,N/A
Santa and the Ice Cream Bunny,N/A,N/A,11%,510
Sisters,86%,37,72%,"6,105"
Seeta Aur Geeta (no page found),N/A,N/A,N/A,N/A
"Silent Night, Bloody Night",N/A,N/A,29%,"2,150"
Death Walks at Midnight,N/A,N/A,33%,7
The Mechanic,53%,165,51%,"57,766"
1776,69%,16,84%,"8,479"
Demons of the Mind (Blood Evil)(Nightmare of Terror)(Blood Will Have Blood),N/A,N/A,N/A,N/A
Treasure Island,N/A,N/A,N/A,N/A
CÃÂÃÂ©sar and Rosalie (no page found),N/A,N/A,N/A,N/A
A Cop (Un Flic),81%,21,69%,"1,880"
New Mischief by Emil (no page found),N/A,N/A,N/A,N/A
Indian Summer (no page found),N/A,N/A,N/A,N/A
Last Tango in Paris,85%,39,76%,"24,562"
Death Line (Raw Meat),91%,11,43%,"1,712"
Lady Sings the Blues,69%,13,87%,"7,992"
The King of Marvin Gardens (no page found),N/A,N/A,N/A,N/A
Bad Company (no page found),N/A,N/A,N/A,N/A
Olsen-bandens store kup (no page found),N/A,N/A,N/A,N/A
Ulzana's Raid,90%,10,66%,"1,189"
Endless Night,N/A,N/A,39%,610
Private Parts,N/A,N/A,55%,"1,564"
The Blood Spattered Bride (no page found),N/A,N/A,N/A,N/A
Horror Express,73%,11,52%,"4,414"
Don't Torture a Duckling,80%,5,77%,"2,075"
Sounder,89%,19,76%,"1,930"
Lo Scopone scientifico (The Scientific Cardplayer) (The Scopone Game),N/A,N/A,68%,67
The gore gore girls,N/A,N/A,50%,"1,156"
The Discreet Charm of the Bourgeoisie (no page found),N/A,N/A,N/A,N/A
Une belle fille comme moi (A Gorgeous Bird Like Me)(Such a Gorgeous Kid Like Me),N/A,N/A,63%,808
E poi lo chiamarono il magnifico (no page found),N/A,N/A,N/A,N/A
Night of the Lepus,8%,12,27%,"3,000"
The Italian Connection,N/A,N/A,N/A,N/A
Kozure Ôkami: Shinikazeni mukau ubaguruma (Lone Wolf and Cub - Baby Cart to Hades),N/A,N/A,88%,"3,254"
Chloe in the Afternoon (L'amour l'après-midi),91%,22,89%,"1,899"
Siddhartha,60%,20,59%,757
My Childhood,N/A,N/A,89%,317
A zori zdes tikhie,N/A,N/A,N/A,N/A
Female Prisoner #701: Scorpion (no page found),N/A,N/A,N/A,N/A
Blacula,50%,26,43%,"5,775"
Grave of the Vampire,N/A,N/A,15%,148
Il Tuo Vizio è una Stanza Chiusa e Solo Io ne ho la Chiave (Your Vice Is a Locked Room and Only I Have the Key),100%,6,66%,"1,225"
The Red Queen Kills Seven Times (no page found),N/A,N/A,N/A,N/A
Bluebeard (Landru),N/A,N/A,70%,24
Pulp,78%,9,38%,575
The Case of the Bloody Iris (no page found),N/A,N/A,N/A,N/A
"Snoopy, Come Home",93%,14,84%,"3,443"
Sacrifice! (no page found),N/A,N/A,N/A,N/A
Stariki-razboyniki ,N/A,N/A,64%,89
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (no page found),N/A,N/A,N/A,N/A
Superfly,92%,26,70%,"5,556"
The New Centurions (no page found),N/A,N/A,N/A,N/A
The Last House on the Left,42%,164,52%,"1,003,718"
Kansas City Bomber,N/A,N/A,38%,"1,052"
The Magnificent Seven Ride! (no page found),N/A,N/A,N/A,N/A
Dr. Phibes Rises Again,63%,16,57%,"6,195"
Dívka na kosteti (The Girl on the Broomstick),N/A,N/A,N/A,N/A
Deliverance,89%,62,82%,"49,407"
Young Winston,50%,10,52%,291
The Thing with Two Heads,0%,8,25%,359
Joe Kidd,86%,7,54%,"8,358"
Fuzz,N/A,N/A,18%,211
La vallÃÂÃÂ©e (no page found),N/A,N/A,N/A,N/A
Fear in the Night,N/A,N/A,32%,670
"Now You See Him, Now You Don't",80%,5,57%,"1,690"
Bawarchi,N/A,N/A,92%,499
Butterflies Are Free,69%,13,81%,"3,667"
Asylum (no page found),N/A,N/A,N/A,N/A
The Canterbury Tales,56%,9,63%,"2,203"
Conquest Of The Planet Of The Apes,50%,22,46%,"18,822"
Der Kandidat (The Candidate),N/A,N/A,N/A,N/A
Savage Messiah (no page found),N/A,N/A,N/A,N/A
Dracula A.D. 1972,22%,9,40%,"4,672"
The Bitter Tears of Petra von Kant (no page found),N/A,N/A,N/A,N/A
The Big Bird Cage,100%,5,66%,"2,405"
Ben,67%,9,39%,596
Junior Bonner,92%,24,63%,"3,003"
Prime Cut,64%,11,73%,"1,999"
Boxcar Bertha,52%,23,33%,"5,443"
Beware! The Blob (no page found),N/A,N/A,N/A,N/A
On the Buses,N/A,N/A,61%,502
Children Shouldn't Play with Dead Things,42%,12,40%,"6,489"
Virgin Witch,N/A,N/A,20%,163
Shaft's Big Score! (no page found),N/A,N/A,N/A,N/A
The Harder They Come (no page found),N/A,N/A,N/A,N/A
Return of the Dragon (The Way of the Dragon),90%,10,86%,"48,471"
Sitting Target,N/A,N/A,62%,125
Season of the Witch (no page found),N/A,N/A,N/A,N/A
Upal (Heat),N/A,N/A,N/A,N/A
Baron Blood (Gli Orrori del Castello di Norimberga),14%,7,34%,"1,039"
Five Fingers of Death (no page found),N/A,N/A,N/A,N/A
Z.P.G.,N/A,N/A,10%,105
Chato's Land,N/A,N/A,56%,"1,735"
Skyjacked,N/A,N/A,27%,320
The Other (no page found),N/A,N/A,N/A,N/A
Tower of Evil (Beyond the Fog) (Horror on Snape Island ),N/A,N/A,36%,171
Carry on Matron,N/A,N/A,64%,"6,588"
Fat City,100%,24,85%,"2,331"
Chi l'ha vista morire? (no page found),N/A,N/A,N/A,N/A
The Ruling Class (no page found),N/A,N/A,N/A,N/A
Images,69%,13,71%,"1,706"
Jeremiah Johnson,95%,20,89%,"12,892"
"Play It Again, Sam",97%,35,89%,"11,205"
La semana del asesino (no page found),N/A,N/A,N/A,N/A
Money Money Money (no page found),N/A,N/A,N/A,N/A
We Won't Grow Old Together (no page found),N/A,N/A,N/A,N/A
Vampire Circus,80%,5,64%,"1,516"
Night of the Devils (no page found),N/A,N/A,N/A,N/A
Tout va bien,50%,8,62%,"3,206"
The Great Northfield Minnesota Raid (no page found),N/A,N/A,N/A,N/A
Lone Wolf and Cub - Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (Shogun Assassin),100%,7,100%,9
Frenzy,90%,41,77%,"12,616"
Valter brani Sarajevo (no page found),N/A,N/A,N/A,N/A
Tombs Of The Blind Dead (Noche del terror ciego),67%,9,58%,"2,642"
"It Can Be Done, Amigo",N/A,N/A,46%,145
Mordet pÃÂÃÂ¥ Trotskij (no page found),N/A,N/A,N/A,N/A
The Carey Treatment (no page found),N/A,N/A,N/A,N/A
Fist of Fury,N/A,N/A,57%,32
The Culpepper Cattle Co.,N/A,N/A,57%,214
Tomorrow,60%,5,83%,762
Pink Flamingos,80%,41,72%,"20,179"
Buck and the Preacher,N/A,N/A,59%,"2,030"
Slaughterhouse-Five,80%,15,67%,"6,225"
The Godfather,98%,97,98%,"733,784"
Godzilla vs. Gigan,67%,6,48%,229
Frogs,29%,17,24%,"6,056"
Silent Running,67%,27,66%,"9,063"
"What's Up, Doc?",90%,42,89%,"10,062"
Roma,95%,383,72%,"5,470"
What Have You Done to Solange?,80%,5,77%,"1,791"
MÃÂÃÂ©g kÃÂÃÂ©r a nÃÂÃÂ©p (no page found),N/A,N/A,N/A,N/A
Tales from the Crypt,N/A,N/A,N/A,N/A
"Brother Sun, Sister Moon (Fratello sole, sorella luna)",42%,19,77%,"3,163"
Bombay to Goa (no page found),N/A,N/A,N/A,N/A
Tutti i colori del buio (no page found),N/A,N/A,N/A,N/A
The New Land,N/A,N/A,86%,453
Sette orchidee macchiate di rosso (no page found),N/A,N/A,N/A,N/A
Caliber 9 (no page found),N/A,N/A,N/A,N/A
The Seduction of Mimi,N/A,N/A,77%,810
The Goalie's Anxiety at the Penalty Kick (Die Angst des Tormanns beim Elfmeter),N/A,N/A,61%,106
Kozijat rog (The Goat Horn),N/A,N/A,N/A,N/A
Cabaret,95%,41,87%,"36,091"
Whoever Slew Auntie Roo? (no page found),N/A,N/A,N/A,N/A
The Merchant of Four Seasons (no page found),N/A,N/A,N/A,N/A
Solaris,66%,208,59%,"47,915"
The Pure One (Pakeezah),N/A,N/A,84%,615
The Visitors (no page found),N/A,N/A,N/A,N/A
Pocket Money,57%,7,30%,322
Amar Prem,N/A,N/A,81%,82
The Hot Rock (no page found),N/A,N/A,N/A,N/A
Il Caso Mattei (The Mattei Affair),N/A,N/A,79%,209
Fritz the Cat,60%,20,59%,"7,059"
Lone Wolf and Cub - Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru),83%,12,90%,"5,257"
The Cowboys,77%,13,88%,"9,659"
Steptoe and Son,N/A,N/A,N/A,N/A
The Valachi Papers (no page found),N/A,N/A,N/A,N/A
Turist ÃÂÃÂmer Boga GÃÂÃÂ¼resÃÂÃÂ§isi (no page found),N/A,N/A,N/A,N/A
Vierges et vampires (Requiem for a Vampire),N/A,N/A,48%,"1,073"
La plus longue nuit du diable (no page found),N/A,N/A,N/A,N/A
The Legend of Doom House (no page found),N/A,N/A,N/A,N/A
Minnie and Moskowitz,80%,15,86%,"1,603"
Mary Queen of Scots,62%,278,41%,"2,626"
Kidnapped (no page found),N/A,N/A,N/A,N/A
The Gang That Couldn't Shoot Straight (no page found),N/A,N/A,N/A,N/A
Dirty Harry,89%,45,90%,"76,819"
B.D. la munte si la mare (no page found),N/A,N/A,N/A,N/A
Harold and Maude,84%,45,93%,"56,467"
A Clockwork Orange (no page found),N/A,N/A,N/A,N/A
The Apple War (no page found),N/A,N/A,N/A,N/A
In nome del popolo italiano (no page found),N/A,N/A,N/A,N/A
Sometimes a Great Notion (Never Give an Inch),100%,14,76%,851
